Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000098104	Gm6085	1	-	4687934	4689403	0.385034	0.151216	0.310129
ENSMUSG00000103922	Gm6123	1	+	4771131	4772199	0.230122	0.090377	0.185354
ENSMUSG00000033845	Mrpl15	1	-	4773206	4785739	17.611702	17.375340	35.635010
ENSMUSG00000102275	Gm37144	1	-	4778063	4779212	0.260870	0.102453	0.210120
ENSMUSG00000025903	Lypla1	1	+	4807788	4848410	40.149136	45.400574	93.111839
ENSMUSG00000104217	Gm37988	1	+	4807892	4886770	0.280074	0.109995	0.225588
ENSMUSG00000033813	Tcea1	1	+	4857814	4897909	24.573599	45.101234	92.497917
ENSMUSG00000062588	Gm6104	1	-	4880049	4880651	5.030680	1.975725	4.052006
ENSMUSG00000002459	Rgs20	1	-	4909576	5070285	0.000000	0.000000	0.000000
ENSMUSG00000091305	Gm17100	1	-	4927028	4927299	0.000000	0.000000	0.000000
ENSMUSG00000102653	Gm37079	1	-	4938576	4940710	0.000000	0.000000	0.000000
ENSMUSG00000085623	Gm16041	1	+	4970857	4976820	0.000000	0.000000	0.000000
ENSMUSG00000091665	Gm17101	1	+	5063060	5064647	0.000000	0.000000	0.000000
ENSMUSG00000033793	Atp6v1h	1	+	5070018	5162529	8.417909	17.261194	35.400906
ENSMUSG00000025907	Rb1cc1	1	+	6206197	6276648	4.623168	7.281618	14.933838
ENSMUSG00000090031	4732440D04Rik	1	-	6209866	6215293	1.158166	0.454853	0.932855
ENSMUSG00000033740	St18	1	+	6487231	6860940	0.075940	0.069322	0.142172
ENSMUSG00000102135	Gm37108	1	+	6916559	6923588	2.474441	0.971800	1.993060
ENSMUSG00000051285	Pcmtd1	1	+	7088920	7173628	10.702660	5.438160	11.153099
ENSMUSG00000098201	Gm26983	1	-	7136199	7136586	0.000000	0.000000	0.000000
ENSMUSG00000103509	Gm38372	1	+	7148110	7152137	0.187190	0.073516	0.150774
ENSMUSG00000048538	Gm9826	1	+	7177739	7179037	2.077367	0.815855	1.673234
ENSMUSG00000097797	Gm26901	1	-	7349406	7397869	0.093838	0.781107	1.601968
ENSMUSG00000103067	Gm30414	1	+	7497968	7518149	0.167565	0.065809	0.134967
ENSMUSG00000025909	Sntg1	1	-	8361475	9299878	0.000000	0.000000	0.000000
ENSMUSG00000102647	Gm38024	1	-	8450960	8453491	0.000000	0.000000	0.000000
ENSMUSG00000086235	Gm16284	1	-	8468426	8468825	0.000000	0.000000	0.000000
ENSMUSG00000102253	Gm38259	1	-	8527780	8531313	0.000000	0.000000	0.000000
ENSMUSG00000093970	Gm23358	1	-	8588615	8588724	0.000000	0.000000	0.000000
ENSMUSG00000103884	Gm37005	1	-	8643696	8644859	0.000000	0.000000	0.000000
ENSMUSG00000084353	Gm15452	1	-	8791923	8792162	0.991667	0.389463	0.798747
ENSMUSG00000103933	Gm36964	1	+	8815842	8816039	0.000000	0.000000	0.000000
ENSMUSG00000076135	Gm24276	1	+	8816138	8816247	0.000000	0.000000	0.000000
ENSMUSG00000086195	Gm6152	1	-	8855928	8856267	0.000000	0.000000	0.000000
ENSMUSG00000104504	Gm7445	1	+	8856763	8857102	0.000000	0.000000	0.000000
ENSMUSG00000066693	Gm7493	1	-	8962996	8963621	0.000000	0.000000	0.000000
ENSMUSG00000102316	Gm37629	1	-	9191067	9192116	0.000000	0.000000	0.000000
ENSMUSG00000103819	Gm38008	1	-	9258617	9259134	0.000000	0.000000	0.000000
ENSMUSG00000102871	Gm37143	1	+	9286922	9290180	0.000000	0.000000	0.000000
ENSMUSG00000061024	Rrs1	1	+	9545408	9547455	73.873535	29.012739	59.502098
ENSMUSG00000025911	Adhfe1	1	+	9547948	9580673	1.067196	0.644852	1.322524
ENSMUSG00000079671	2610203C22Rik	1	-	9560832	9631175	0.000000	0.000000	0.000000
ENSMUSG00000081441	Gm6161	1	+	9574548	9575649	2.939508	1.154448	2.367653
ENSMUSG00000067879	3110035E14Rik	1	+	9601199	9627143	0.000000	0.000000	0.000000
ENSMUSG00000025912	Mybl1	1	-	9667415	9700209	2.604776	1.138460	2.334863
ENSMUSG00000045210	Vcpip1	1	-	9718622	9748382	11.874411	4.663499	9.564350
ENSMUSG00000097893	1700034P13Rik	1	+	9747648	9791924	0.278119	1.024027	2.100171
ENSMUSG00000025915	Sgk3	1	+	9798107	9900845	0.567164	1.951076	4.001453
ENSMUSG00000046334	Gm6195	1	-	9802197	9802553	0.000000	0.000000	0.000000
ENSMUSG00000088916	Gm22607	1	-	9834498	9834602	0.000000	0.000000	0.000000
ENSMUSG00000046101	Mcmdc2	1	+	9908638	9942085	0.000000	0.000000	0.000000
ENSMUSG00000098234	Snhg6	1	-	9941959	9944118	68.041451	57.723068	118.383987
ENSMUSG00000093178	Snord87	1	-	9942463	9942549	3.954023	1.552884	3.184803
ENSMUSG00000099032	Tcf24	1	-	9960163	9967932	1.006201	0.507342	1.040506
ENSMUSG00000104025	E330040D14Rik	1	+	9967314	9968687	0.000000	0.000000	0.000000
ENSMUSG00000025916	Ppp1r42	1	-	9968624	10009136	0.000000	0.000000	0.000000
ENSMUSG00000087199	Gm15818	1	+	9982387	9992366	0.000000	0.000000	0.000000
ENSMUSG00000025917	Cops5	1	-	10024601	10038168	50.863117	45.303928	92.913628
ENSMUSG00000056763	Cspp1	1	+	10037987	10136768	3.052213	8.197591	16.812401
ENSMUSG00000102356	1700047N06Rik	1	-	10057025	10057944	0.000000	0.000000	0.000000
ENSMUSG00000067851	Arfgef1	1	-	10137571	10232670	32.676189	21.115683	43.306057
ENSMUSG00000088153	Gm26348	1	+	10166539	10166778	0.420833	0.165276	0.338964
ENSMUSG00000102556	Gm37569	1	-	10197081	10198802	0.000000	0.000000	0.000000
ENSMUSG00000097171	Gm17644	1	+	12667563	12673090	0.008500	0.003338	0.006846
ENSMUSG00000101314	Gm29663	1	-	12670324	12671176	0.000000	0.000000	0.000000
